word|phonemes
אֻכְלוּסִיּוֹת|uxlusijot
הַמִּיתוֹס|aˈmitos
הַמֻּעֲמָדִים|amuˈamadim
הִתְבַּטֵּא|hitbate
הָאֲמִתִּית|aˈamitit
הַחֲשׁוּבוֹת|axaʃuvot
הָרוֹפְאִים|arofˈim
הַצָּעוֹת|atsaˈot
הַנִּסּוּי|anisui
הַנִּקְרָא|anikra
בַּלְדָּר|baldar
בִּתְקוּפָתוֹ|bitkufato
בְּחַיֵּי|bexajai
בְּחַיֵּי|baxajei
צִיּוּרִים|tsijurim
הַקִּיּוֹסְק|akjosk
הַנְּחָלִים|anexalim
מֵהַיְּהוּדִים|meajehudim
הַבּוֹנִים|abonim
הָעִבְרִיִּים|aˈivrijim
בְּמִפְעַל|bemifˈal
בְּמִפְעַל|bamifˈal
הָרוֹמִי|aromi
הַקְּדוּמָה|akduma
הַהֲלָכָה|aalaxa
קוֹמוֹת|komot
הָאוֹפַנַּיִם|aˈofaˈnajim
בְּנוֹשְׂאֵי|benosˈei
זֵהִים|zehim
לְפֶרֶק|lefarek
לְפָרֵק|leˈperek
לְפָרֵק|laˈperek
תּוֹמֵךְ|tomex
וְכַלָּה|vexale
וְכַלָּה|vekala
חֲבֵרוֹ|xavru
הַתַּחֲנוֹת|ataxanot
הִשְׁפִּיעַ|hiʃˈpiˈa
הָרָצוֹן|aratson
צִבּוּרִית|tsiburit
מִתְחָרִים|mitxarim
יִחוּדִית|jixudit
הַמּוֹבִיל|amovil
הַמִּשְׁנֶה|ameʃane
הַמִּשְׁנֶה|amiʃne
הַיְּסוֹדוֹת|ajsodot
הֶבְדֵּל|hevdel
הַסְּפִירָה|asfira
נְיָר|nijar
נִיב|niv
נִתֶּנֶת|niˈtenet
מִסְתְּרֵי|misterei
לַקּוֹלְנוֹעַ|lekolˈnoˈa
לַקּוֹלְנוֹעַ|lakolˈnoˈa
דְּגוּשָׁה|dguʃa
נֶהְגֵּית|neheget
נְטִיַּת|netijat
לְמַדָּע|lemada
לְמַדָּע|lamada
צֶאֱצָאִים|tseˈetsaˈim
הַמִּתְחָרִים|amitxarim
הַחַיְזָרִים|axajzarim
הָרָהִיט|arahit
הַמּוֹלֵקוּלָה|amoˈlekula
הַגֵּנִים|aganim
הַגַּנִּים|aˈgenim
צְחוֹק|tsxok
יוֹשֶׁבֶת|joˈʃevet
בָּאתִי|ˈbati
מְטִילָה|metila
שֶׁבְּנֵי|ʃebni
שֶׁצָּרִיךְ|ʃetsarix
נַעַר|ˈnaˈar
שָׁעוֹן|ʃaˈon
חוֹלֶה|xole
הַבַּעַל|aˈbaˈal
הָרִצְפָּה|aritspa
הַנִּיחוּ|heˈnixu
לְעֶזְרָה|leˈezra
עוֹף|of
אֵימַת|eimat
בָּקָר|bakar
בַּקָּר|biker
בָּאָבִיב|baˈaviv
בָּאָבִיב|beˈaviv
לָעֵץ|leˈets
לָעֵץ|laˈets
קְצֵה|katse
אָבַד|avad
הַמִּשְׁמָר|amiʃmar
דַּעְתּוֹ|daˈato
מִקְלָט|miklat
מִקְלָט|maklet
לְבַדּוֹ|levado
אוֹתִיּוֹת|otijot
אָפֹר|afor
כֻּלָּן|kulan
הוֹדִיעָה|hoˈdiˈa
הֶעֱדִיף|heˈedif
מְחָאָה|mexaˈa
מַגִּיעָה|meˈgiˈa
מְסַפֶּרֶת|mesaˈperet
מְסַפֶּרֶת|misparat
מִנְהַג|minag
לִמְקוֹר|lemakor
לִמְקוֹר|lamakor
לִקְנוֹת|liknot
לְאוֹת|leˈot
לְאוֹת|leˈut
לְהָקֵל|leakel
תְּכֵלֶת|tˈxelet
שְׁמִירַת|ʃmirat
קְבוּרָה|kvura
פִּיו|piv
אַיֵּה|aje
הֲמוֹנִי|amonei
הֶאָח|aˈax
הֶסְבֵּר|hesber
הֶסְבֵּר|asber
בְּמִדַּת|bamidat
בַּקָּשָׁה|bakaʃa
בְּפֻמְבִּי|befumbi
מְלַוֶּה|melave
מְלַוֶּה|malve
יוֹנְקִים|jonkim
לְעַיִן|leˈajin
לְעַיִן|laˈajin
לְעַצְמָם|leˈatsmam
לְזֵכֶר|leˈzexer
לְזֵכֶר|lezaxar
לְזֵכֶר|lazaxar
לְהַחֲלִיף|leaxlif
לְבָתֵּי|lebiti
וּלְשֵׁם|uleʃem
וּלְשֵׁם|velaʃem
וּלְשֵׁם|uleʃam
וְאִשְׁתּוֹ|veˈiʃto
שֶׁמְּדֻבָּר|ʃemedubar
שַׁי|ʃai
שֶׁעָשָׂה|ʃeˈasa
שְׁכֵנוֹ|ʃxeno
שְׁכֵנוֹ|ʃaxnu
קִירוֹת|kirot
קְבוּעָה|kvuˈa
פָּגְעָה|pagˈa
אִבְּדָה|ibda
חֻמְצַת|xumtsat
הַמְּחַבֵּר|amexaber
הַיְּשִׁיבָה|ajeʃiva
הַתַּעֲשִׂיָּה|ataˈasija
הֻכְרַז|huxraz
הָעִירוֹנִי|aˈironi
הָאִשָּׁה|aˈiʃa
הֲכָנַת|axanat
הַגְּבוֹהִים|agvohim
בַּדָּם|bedam
בַּדָּם|badam
בְּרֶשֶׁת|baˈreʃet
בְּרֶשֶׁת|beˈreʃat
הַכַּף|akaf
הַגְּשָׁרִים|agʃarim
בְּאַנְשֵׁי|beˈanʃei
הַקָּרְבָּנוֹת|akorbanot
הַצִּיר|atsir
הַסִּיּוּעַ|asiˈjuˈa
נֶהֱנוּ|nehenu
לְעֹמֶק|leˈomek
לְעֹמֶק|laˈomek
לַחֲזִית|laxazit
צְפוֹנִית|tsfonit
הֶשֵּׂג|heseg
הַפּוֹלִיטִיּוֹת|apoˈlitijot
הַפְּנִימִית|apnimit
בַּמִּפְלָגָה|bemiflaga
בַּמִּפְלָגָה|bamiflaga
בַּיַּבֶּשֶׁת|bejaˈbeʃet
בַּיַּבֶּשֶׁת|bajaˈbeʃet
סִיּוּר|sijur
מִמַּנְהִיגֵי|mimanhigei
לְתָכְנִית|letoxnit
לְתָכְנִית|latoxnit
עֲשׂוּיוֹת|asujot
הַקְּדֻשָּׁה|akdoʃa
הַבִּנְיָנִים|abinjanim
בָּאִיִּים|baˈijim
בָּאִיִּים|beˈijim
נִפְגְּעוּ|nifgeˈu
מוֹדֶרְנִיִּים|moˈdernijim
מָנְעוּ|manˈu
לְכֶתֶר|laˈketer
לְכֶתֶר|lexater
לְנַצֵּל|lenatsel
הִיסְטוֹרִית|hisˈtorjat
הָאַגָּדָה|aˈagada
צְדָדִית|tsdadit
מִתַּפְקִידוֹ|mitafkido
מֻסְלְמִי|muslemi
מָסוֹרוֹת|masorot
לִתְקוּפַת|letkufat
שֶׁעָרַךְ|ʃeˈarax
שֶׁעָרַךְ|ʃeˈerex
שֶׁהֵחֵלּוּ|ʃeheˈxelu
כְּשָׁנָה|keʃana
הַסִּכּוּן|asikun
הַנָּחָה|anaxa
רְצוּעַת|retsuˈat
נִגְרַם|nigram
מוֹכֵר|mukar
מוֹכֵר|moxer
יַלְדוּת|jeladot
יַלְדוּת|jaldut
לַמִּפְלָגָה|lemiflagot
לַמִּפְלָגָה|lamiflagot
לְאִרְגּוּן|leˈirgun
לְאִרְגּוּן|laˈirgun
וְשִׁמֵּשׁ|veʃimeʃ
וְכַיּוֹם|vekajom
וּבְנוֹ|uvno
הַמְּהַגְּרִים|ameagrim
הַקַּדִּישׁ|hikdiʃ
הַקַּדִּישׁ|akadiʃ
בִּתְנוּעַת|bitnuˈat
בֻּצַּע|butsa
בְּרֻבָּם|berubam
מִלּוּלִי|miluli
מָתוּן|matun
מְעֹרָבוּת|meˈoravut
מַנְגְּנוֹנֵי|manganonei
לַעֲלִיָּה|leˈalija
לַעֲלִיָּה|laˈalija
לִכְלִי|lixli
לִכְלֵי|lakli
לְהַפְעִיל|leafˈil
וּמוֹסָדוֹת|umosadot
שֶׁמְּקוֹרָהּ|ʃemekora
קִבְרוֹ|kavru
קִבְרוֹ|kivro
פְּרוֹיֵקְט|projekt
אִיּוּר|ijur
אִינְדִּיָּאנִים|indiˈjanim
הָעוֹסֶקֶת|aˈoˈseket
הַהֶבְדֵּל|ahevdel
בְּחִירָה|bxira
בְּחֹק|bexok
בְּחֹק|baxok
בַּחֲרִיפוּת|bexarifut
סַיֶּרֶת|saˈjeret
הַזִּהוּי|azihui
יְהוּדִיּוֹת|jehudijot
יְצִיאָה|jetsiˈa
הַמּוֹסָדוֹת|amosdot
יְשִׁיבַת|jeʃivat
לְיַהֲדוּת|lajaadut
עֹפֶר|afar
עֹפֶר|ˈofer
מִצְווֹת|mitsvot
הַקַּיֶּמֶת|akaˈjemet
מְקֻבֶּלֶת|mekuˈbelet
מֶרְכָּזִיִּים|merkazijim
כִּהֵן|kihen
הוֹכָחָה|hoxaxa
הוֹכָחָה|huxexa
הוֹסָפַת|hosafat
הַשְׁפָּעָתוֹ|aʃpaˈato
מַשְׁאַבִּים|maʃˈabim
מִסְּעוֹתָיו|masˈotav
לְאֵלּוּ|leˈelu
וְהִגִּיעַ|veheˈgiˈa
הָגוּתוֹ|aguto
הַיַּהֲדוּת|ajaadut
בַּמִּלָּה|bemila
בַּמִּלָּה|bamila
מִתְקַיְּמִים|mitkajmim
שֶׁאָנוּ|ʃeˈanu
הַתְּחִיָּה|atxija
בָּעִדָּן|beˈidan
תִּרְכֹּבֶת|tirˈkovet
חֶלְבּוֹן|xelbon
הַהַחְלָפָה|aaxlafa
קֶרַח|ˈkerax
הָאִיִּים|aˈijim
לִזְלֹל|lizlol
שֶׁלָּכֶם|ʃelaxem
שֻׁלְחָן|ʃulxan
שָׁכַחְתִּי|ʃaˈxaxti
שָׁכַבְתִּי|ʃaˈxavti
זִכְרוֹנִי|zixroni
הַכַּלָּנִיּוֹת|akalanijot
הַצִּדָּה|aˈtsida
הַצִּדָּה|aˈtsada
רוּחִי|ruxi
קָרָאתִי|kaˈrati
חָשַׁבְתִּי|xaˈʃavti
אָדוֹן|adon
כְּבוֹדוֹ|kvodo
הַיְּרֻקָּה|ajeruka
בְּךָ|bexa
בְּךָ|bax
בְּתוֹכִי|betoxi
בִּשְׁבִילְךָ|biʃvilxa
בִּשְׁבִילְךָ|biʃvilex
בְּרִיּוֹת|brijot
אַחֲרֶיהָ|axaˈrea
חֶסֶד|ˈxesed
הִטִּילָה|heˈtila
לִבְלִי|livli
עַכְבִישִׁים|axviʃim
רָם|ram
לְאָחוֹר|leˈaxor
הַהוּא|ahu
רֹשֶׁם|ˈroʃem
רֹשֶׁם|roʃem
מְכִירָה|mekira
מֵרָחוֹק|meraxok
מִמָּה|mima
יָבֵשׁ|javeʃ
לְפֶתַע|leˈfeta
קַר|kar
אִיָּר|ijer
אֶצְלוֹ|etslo
הַחֲדָרִים|axadarim
דַּק|dak
בּוֹא|bo
בְּקָרוֹב|bekarov
צְעִירָה|tseˈira
מִמֵּילָא|mimejla
מְלֵאִים|meleˈim
מַאֲמִינִים|maˈaminim
לְחָיָיו|lexajav
לְהַבִּיעַ|leaˈbiˈa
וּלְכָל|ulxol
הַתְּשׁוּבָה|atʃuva
הַקַּדְמוֹנִים|akadmonim
הַסְּעָרָה|aseˈara
דֶּלֶת|ˈdelet
וּמַרְאֶה|umarˈe
וּמַרְאֶה|umarˈa
חָזְרוּ|xazru
אֲסִירִים|asirim
הַלְּבֵנִים|alevanim
הַלְּבָנִים|alvenim
גָּרוּעַ|garuˈa
בְּקִצּוּר|bekitsur
בַּקַּרְקַע|bekarka
בַּקַּרְקַע|kakarka
בְּכִירִים|bxirim
בִּבְנֵי|bevanai
בִּבְנֵי|bivni
יָדָם|jadam
שֶׁיּוּכַל|ʃejuxal
שָׁווֹת|ʃavot
פְּשׁוּטָה|pʃuta
אוֹמְרִים|omrim
חֲשִׂיפַת|xasifat
הַיְּצוּר|ajetsur
הָעוֹר|aˈor
הַחֲדָשׁוֹת|axadaʃot
הִגַּעְתָּ|agaˈat
הִגַּעְתָּ|hiˈgata
הִגַּעְתָּ|hiˈgaat
הַצָּעָה|atsaˈa
הַנְּקֵבוֹת|anekevot
הַנְּקֵבוֹת|anikbot
בַּשַׁאר|baʃˈar
בַּשַׁאר|biʃˈar
סִכּוּן|sikun
נִסְּתָה|nista
מִילְיוֹנֵי|miljonei
מַתְאִימִים|matˈimim
מִקְרִי|mikri
מַפְנֶה|mefane
מַפְנֶה|mifne
מַרְאוֹת|marˈot
מִסְגֶּרֶת|misˈgeret
יְדִיעוֹת|jediˈot
יְסוֹדֵי|jesodi
לְמִשְׁפַּחַת|lemiʃˈpaxat
לְיָדָיו|lejadav
לַתּוֹשָׁבִים|letoʃavim
לַתּוֹשָׁבִים|latoʃavim
לְהִתְפַּתֵּחַ|lehitpaˈteˈax
לְהַשְׁפִּיעַ|leaʃˈpiˈa
לְבַקֵּר|levaker
לַנּוֹשֵׂא|lenose
לְנוֹשֵׂא|lanose
לְנֹכַח|leˈnoxax
תּוֹרֵם|torem
תַּשְׁלוּם|taʃlum
תְּפִלָּה|tfila
וְכִמְעַט|veximˈat
וְהֵבִיא|vehevi
שָׁלְטוּ|ʃaltu
שׁוֹפֵט|ʃofet
פְּעֻלָּתוֹ|peˈulato
עַמּוּדִים|amudim
עַצְמָאִיִּים|atsmaˈijim
אַלִּימוּת|alimut
חָפְשִׁית|xofʃit
אַרְיֵה|arje
הַמְּאַפְשֵׁר|ameˈafʃer
הַמְּצוּדָה|ametsuda
הַיָּרֵחַ|ajaˈreˈax
הַתּוֹתָחִים|atotaxim
הוֹפָעָתוֹ|hofaˈato
הוֹדִיעוּ|hoˈdiˈu
הַשְּׁלִיטָה|aʃlita
הַקֶּרַח|aˈkerax
הָאוֹצָר|aˈotsar
הַחֲזָקָה|axazaka
הַחֲזָקָה|axzaka
הָאֲדֻמִּים|aˈadumim
הַדָּתִית|adatit
הָרַבּוֹת|arabot
הִצִּיב|hetsiv
הַנּוֹדָע|anoda
הַנְּקֻדּוֹת|anekudot
הַנִּבְחָרִים|anivxarim
גַּלֵּי|galei
גַּלֵּי|gali
בִּמְדִינִיּוּת|bimdinijut
בִּמְדִינִיּוּת|bamedinijut
בְּעַנְפֵי|beˈanfei
טָבְעוּ|tivˈo
טָבְעוּ|tavˈu
צְלִיל|tslil
נוֹבֵעַ|noˈveˈa
נְכוֹנוּת|nexonot
נְכוֹנוֹת|nexonut
נֵס|nes
עַבְדוּת|avdut
הַמִּבְצָרִים|amivtsarim
הַתִּגְבֹּרֶת|atigˈboret
הַדַּיָּל|adajal
פָּרָשִׁים|paraʃim
אֲוִירִית|avirit
הָאַבִּירִים|aˈabirim
כְּבֵדוֹת|kvedut
כְּבֵדוֹת|kvedot
גֵּרִילָה|geˈrila
הַתִּקְוָה|atikva
הִשְׁאִיר|hiʃˈir
בַּשִּׁלְטוֹן|baʃilton
בַּשִּׁלְטוֹן|beʃilton
הַדְּרוֹמִיִּים|adromijim
בְּמִתְקָפָה|bemitkafa
בְּמִתְקָפָה|bamitkafa
יוֹמַיִם|joˈmajim
לַצָּפוֹן|latsafon
לַצָּפוֹן|litsfon
שְׁלֵמוּת|ʃlemut
שֶׁאַנְשֵׁי|ʃeˈanʃei
הַפָּרָשִׁים|hefreʃim
הַפָּרָשִׁים|aparaʃim
הַכַּלְכָּלָה|akalkala
הַהוֹצָאָה|ahotsaˈa
בְּשׂוֹרַת|besorat
בְּשׂוֹרַת|beʃurat
לְמִלְחֶמֶת|lemilˈxemet
אֶזְרָחִית|ezraxit
הֻרְשׁוּ|hurʃu
הַחִיצוֹנִית|axitsonit
הַצַּו|atsav
מְדִינִי|medini
לִפְעֻלָּה|lifˈula
לִפְעֻלָּה|lapeˈula
לְבַסֵּס|levases
וְאֵלּוּ|veˈelu
הַמַּנְהִיג|amanhig
גְּשָׁרִים|gʃarim
מֵאֵלּוּ|meˈelu
לִתְפֹּס|litpos
לְשִׁחְרוּר|laʃixrur
תּוֹקֵף|tokef
תּוֹקֵף|ˈtokef
פְּנִימִי|pnimi
חֵרֶף|ˈxeref
כַּמְּפַקֵּד|kimfaked
הוּצָא|hutsa
הַכַּלְכָּלִית|akalkalit
הַצְּפוֹנִיִּים|atsfonijim
הַסַּחַר|aˈsaxar
בַּל|bal
נוֹחָה|noxa
נוֹצְרִי|notsri
נָקַט|nakat
מִמִּסְפַּר|memasper
מִמִּסְפַּר|mimispar
מֵעִיד|meˈid
לְהַתְאִים|leatˈim
תּוֹמְכִים|tomxim
וּבֵינֵיהֶם|uvejnehem
חֲרִיפָה|xarifa
הַיַּבֶּשֶׁת|ajaˈbeʃet
דָּגֵשׁ|dageʃ
בְּאֹרֶךְ|beˈorex
נוֹסְפוּ|nosfu
נְטִיָּה|netija
מַחְתֶּרֶת|maxˈteret
לְבִקֹּרֶת|lebiˈkoret
לְבִקֹּרֶת|labiˈkoret
תַּעֲרֹבֶת|taˈaˈrovet
שַׁרְף|saraf
אֲמִירָה|amira
אַלְמוֹגִי|almogei
הַמְּבֻסֶּסֶת|amevuˈseset
הַמִּסְחָרִי|amisxari
הַיִּשּׁוּבִים|ajeʃuvim
הַלַּהַב|aˈlaav
הֻצְּגָה|hutsga
הַקְּרוֹבָה|akrova
הָעֲנָקִים|aˈanakim
הָאֻמָּה|aˈuma
הַכַּוָּנָה|akavana
הַכַּוָּנָה|axvana
הַהַנְהָגָה|aanaga
הַבְּסִיסִית|absisit
הַנְהָלַת|analat
בָּאִסְלָאם|baˈislam
בְּנִפְרָד|benifrad
קַלְעִי|kalaˈi
הַהַבְלָגָה|aavlaga
אֲחֻזַּת|axuzat
קְרָבִית|kravit
לְאֻמִּית|leˈumit
תֵּבוֹת|tejvot
תַּלְמִידֵי|talmidei
עֵדוּת|edut
שֶׁאוֹתָם|ʃeˈotam
שֶׁאֶחָד|ʃeˈexad
אֲחוּזֵי|axuzei
הַיִּחוּדִי|aˈjxudi
מֻצָּגִים|mutsagim
לַחֲזוֹת|laxazot
הַמָּנוֹעַ|amaˈnoˈa
הַוִּכּוּחַ|aviˈkuˈax
הַקַּיָּם|akajam
מֻרְכָּבוּת|murkavut
מֻרְכָּבוֹת|murkavot
תְּסִיסָה|tsisa
קְשָׁרָיו|kʃarav
עוֹלָמִי|olami
אֱלֹהֵי|elohei
אֱלֹהֵי|eloai
הַצּוֹפֶה|atsofe
הַצּוֹפֶה|atsofa
הַקַּלְפִּי|aˈkalpi
בִּיּוֹגְרַפְיָה|bijoˈgrafja
סִימוֹן|simun
לְמֶחְקַר|lemexkar
לְמֶחְקָר|lamexkar
תְּמוּנַת|tmunat
צֻלַּם|tsulam
אֳפָקִים|ofakim
הַהֲגִיָּה|aagija
נִמְרוֹד|nimrod
לַהֲקַת|laakat
לְבִקּוֹרוֹת|lebikorot
לְבִקּוֹרוֹת|labikorot
מָתֵמָטִית|mateˈmatit
חִיּוּבִיּוֹת|xijuvijot
אֵקוֹלוֹגְיָה|aˈekoˈlogja
בַּסִּבּוּב|besivuv
בַּסִּבּוּב|basivuv
הַשְּׁאוֹל|aʃaˈul
הַשְּׁאוֹל|aʃˈol
הַסִּיּוּף|asijuf
גְּדִילָה|gdila
הַנְּפוֹצִים|anefotsim
הַפַּחְמָן|apaxman
קַרְחוֹנִים|karxonim
מִמְּךָ|mimxa
מִמְּךָ|mimex
מוֹדֶה|mode
מוֹדֶה|moda
עָשִׂיתִי|aˈsiti
שָׁכַב|ʃaxav
הַהַשְׁגָּחָה|aaʃgaxa
הַמַּעֲצָר|amaˈatsar
לְמַרְאֵה|lemarˈe
לְמַרְאֵה|lamarˈe
לְמַרְאֵה|lemarˈa
לְמַרְאֵה|lamarˈa
לַיַּעַר|leˈjaˈar
לַיַּעַר|laˈjaˈar
שֶׁאִי|ʃeˈi
מַהוּ|ˈmahu
לִדְאֹג|lidˈog
וּבִכְלָל|uvixlal
הַנֵּפְט|aneft
מְעַנְיֵן|meˈanjen
מְעַנֶּה|maˈane
מְעַנֶּה|meˈane
לְהָנִיעַ|leaˈniˈa
שַׁאֲלוּ|ʃaˈalu
אוֹהֵב|ohev
הַמּוֹעֵד|amoˈed
הַמּוֹעֵד|amuˈad
בִּבְכִי|bivxi
מְלוֹא|melo
מִתּוֹשָׁבֵי|mitoʃvei
לַחֶדֶר|laˈxeder
לְהַפְסָקַת|leafsakat
וְדֶרֶךְ|veˈderex
וְדֶרֶךְ|vedarax
אֵמוּן|emun
אֵמוּן|imun
זָר|zar
חֲצוֹת|xatsot
הֶחֱזִיר|hexzir
הַגּוֹזָלִים|agozalim
הַגּוֹזָלִים|agozlim
הִנִּיחַ|heˈniˈax
גַּב|gav
צוֹמְחִים|tsomxim
סָר|sar
נֹהַג|noheg
נוֹהֵג|ˈnoag
מְלָאכָה|melaxa
מָשָׁל|miʃel
מָשָׁל|maʃal
מִשְּׁאָר|miʃˈar
מְקוֹרוֹ|mekoro
מְקוֹרוֹ|makoro
מַאֲמָרִים|maˈamarim
יֶשְׁנוֹ|jeʃno
וְרָאָה|veraˈa
שָׁד|ʃed
שָׁד|ʃad
פָּרָשָׁה|paraʃa
פָּרָשָׁה|parʃa
אוֹטוֹמָטִי|otoˈmati
חֲשׁוּבוֹת|xaʃuvot
חָרִיף|xarif
הִתְרַשֵּׁם|hitraʃem
הַהַפְרָדָה|aafrada
הָרַעֲיוֹנוֹת|araˈajonot
הַצֶּמַח|aˈtsemax
גִּשּׁוּר|giʃur
בַּמּוֹחַ|beˈmoˈax
בַּמּוֹחַ|baˈmoˈax
בִּקּוֹרוֹת|bikorot
בְּלוּחַ|beˈluˈax
בְּלוּחַ|baˈluˈax
בְּכַדּוּר|bekadur
בְּכַדּוּר|bakadur
רוֹפֵא|rofe
צְפוּיָה|tsfuja
סְחוֹרוֹת|sxorot
מוֹבִיל|movil
מֻצְלַחַת|mutsˈlaxat
מַשְׁקֶה|maʃke
יִגְאָל|jigˈal
לִמְדִינוֹת|limdinot
לִמְדִינוֹת|lamedinot
לְשַׁתֵּף|leʃatef
לַפֹּעַל|lapoˈel
לַפֹּעַל|laˈfoˈal
לְעֻמָּתָם|leˈumatam
לְכוֹחַ|leˈkoˈax
לְכוֹחַ|laˈkoˈax
לְהִצְטָרֵף|lehitstaref
לְדִיּוּן|ledijun
לְדִיּוּן|ladijun
וִכּוּחַ|viˈkuˈax
וְעָלָיו|veˈalav
שְׁלֵמִים|ʃlemim
שֶׁהִתְקַיְּמָה|ʃehitkajma
שְׂרִידִים|sridim
שֶׁנָּשָׂא|ʃenasa
עִזְבוּ|azvu
עֲבָדִים|avadim
אֵיתָן|itan
אֵיתָן|eitan
אַחֲרֵיהֶם|axarehem
אָבוֹת|avot
כּוֹכְבֵי|koxvei
כְּשֶׁהָיָה|keʃeaja
הַתְּמוּנָה|atmuna
הִתְיַחֲסוּ|hitjaxasu
הֻשְׁלְמָה|huʃlema
הַשּׁוֹפְטִים|aʃoftim
הֵפִיק|hefik
הַעֲרָכוֹת|aˈaraxot
הָאֶזְרָחִית|aˈezraxit
הַכּוֹלְלִים|akolelim
הַבְּנִיָּה|abnija
גַּנִּים|ganim
גַּנִּים|ˈgenim
בְּמִכְתַּב|bemixtav
בְּמִכְתַּב|bamixtav
בָּאוּנִיבֶרְסִיטָה|baˈuniˈversita
בָּאוּנִיבֶרְסִיטָה|beˈuniˈversita
בְּגָדְלָהּ|begodla
צוּרָתוֹ|tsurato
נִמְנֶה|nimna
נִכְנַע|nixna
הַמַּחֲלֹקֶת|amaxˈloket
הָעֲקוּרִים|aˈakurim
הָעִמּוּת|aˈimut
הַנֶּגֶד|aˈneged
הַנֶּגֶד|anagad
לוֹחֶמֶת|loˈxemet
חֲצִיַּת|xatsijat
הַמַּאֲמָץ|amaˈamats
הַשּׁוֹשֶׁלֶת|aʃoˈʃelet
הֶחֳדָשִׁים|axodaʃim
מַשְׁמָעוּתִיִּים|maʃmaˈutijim
לָחְמָה|loxama
תָּקְפוּ|takfu
קְרוּיָה|kruja
מַכְרַעַת|maxˈraˈat
לְמַחֲנֵה|lemaxane
לְמַחֲנֶה|lamaxane
לְבִצּוּעַ|lebiˈtsuˈa
וְנָשִׁים|veˈnaʃim
שַׁיִט|ˈʃajit
שֶׁהוֹצִיא|ʃehotsi
הִזְדַּמְּנוּת|hizdamnut
גּוֹרָלוֹ|goralo
גָּבְרָה|gavra
בִּשְׂפַת|bisfat
בַּפְּגִישָׁה|bepgiʃa
בַּפְּגִישָׁה|bapgiʃa
נִכָּרִים|nikarim
מִשְׁפָּטִית|miʃpatit
מַקְבִּיל|makbil
לִמְנִיעַת|lemeniˈat
חָמוּשׁ|xamuʃ
אִרְגּוּנִים|irgunim
כַּוָּנָה|kavana
הַמַּזְכִּירִים|amazkirim
הַהֲמוֹנִים|aamonim
הֵגִיב|hegiv
הַגַּרְעִין|agarˈin
דּוֹרֵשׁ|doreʃ
גְּדוֹת|gadot
נִצְחוֹנוֹ|nitsˈxunu
מְשֻׁלָּשׁ|meʃulaʃ
תִּקּוּן|tikun
פּוֹפּוּלָרִי|popuˈlari
עֹז|ez
חֻקִּיּוּת|xukijot
חָדְשֵׁי|xodʃi
חָדְשֵׁי|xodʃei
כְּאֶמְצָעִי|keˈemtsaˈi
כְּאֶמְצָעִי|keˈemtsaˈei
כְּבָסִיס|kevasis
כִּבְסִיס|kabasis
הַלִּמּוּדִים|alimudim
הַפְעָלַת|afˈalat
הָאַפִּיפְיוֹר|aˈapifjor
הִרְוַחְתָּ|hirˈvaxta
הָרוֹוַחַת|hirvaxt
בְּהֶכְרֵחַ|behexrax
בְּנָשִׁים|banaʃim
בְּנָשִׁים|benaʃim
טֶכְנוֹלוֹגְיוֹת|texnoˈlogjot
מִמָּקוֹר|mimakor
מָתֵמָטִיִּים|mateˈmatijim
מִתְרַחֵשׁ|mitraxeʃ
מֻעֲמָד|muˈamad
מְשׁוֹרֵר|meʃorer
מַעֲשִׂית|maˈasit
מַעֲרָבִי|maˈaravi
מִזְרָחִי|mizraxi
מַדְרֵגַת|madregat
מַדְרֵגַת|midargat
מֶרְכָּזִית|merkazit
לַמִּזְרָח|lamizrax
לְשִׁמּוּר|leʃimur
לִשְׁתּוֹת|liʃtot
לִקְבוּצוֹת|lekvutsot
לִקְבוּצוֹת|lakvutsot
לְעֵרֶךְ|leˈerex
לַדֵּמוֹקְרַטְיָה|ledemoˈkratja
לַדֵּמוֹקְרַטְיָה|lademoˈkratja
וְנֶחְשַׁב|venexʃav
וְנֶחְשַׁב|venexaʃev
שְׁטָרוֹת|ʃtarot
שֶׁנִּבְנוּ|ʃenivnu
קָשׁוּר|kaʃur
קָדוֹשׁ|kadoʃ
פֻּלְחַן|pulxan
כִּנּוּי|kiˈnui
כְּרִיתַת|kritat
הַמֶּרְחָב|amerxav
הַתַּרְבּוּתִי|atarbuti
הַשְׁוָאָה|aʃvaˈa
הַשַּׁגְרִירוּת|aʃagrirut
הַפּוֹפּוּלָרִיּוּת|apopularijut
הַפּוֹפּוּלָרִיּוּת|apopularijot
הַזִּכָּרוֹן|azikaron
הַצּוֹמֵחַ|atsoˈmeˈax
בְּמַרְבִּית|bemarbit
בּוּרוּת|borot
בּוּרוּת|burut
בְּשֵׁרוּת|baʃerut
בְּשֵׁרוּת|beʃerut
בְּעָיַת|beˈajat
רִשּׁוּמִים|riʃumim
נִפְרָדִים|nifradim
בִּיהוּדֵי|bejehudei
לְנַחַל|leˈnaxal
לְנַחַל|laˈnaxal
סְמָלִים|smalim
סְמָלִים|samalim
עִתּוֹן|iton
רְאִיָּה|reˈija
הַמִּסְמָךְ|amismax
תַּלְמִידִים|talmidim
רְכִישַׁת|rexiʃat
הַבְּאֵר|aˈbeˈer
בִּשְׁנוֹתָיו|biʃnotav
וְכֵיצַד|vekejtsad
שִׁקּוּם|ʃikum
זְנַב|zanav
מַסְלוּלִים|maslulim
וְשִׁיטוֹת|veʃitot
